url,label,source
https://netiflix.vercel.app/,1,openphish
http://www.netiflix.vercel.app/,1,openphish
http://kreknlugin.godaddysites.com/,1,openphish
http://groovgrsrangtoot.duckdns.org/,1,openphish
http://kiucun-log.godaddysites.com/,1,openphish
http://www.amazon-clone-alpha-gilt-89.vercel.app/,1,openphish
http://netcains-login.webflow.io/,1,openphish
http://gb.cloudns.qzz.io/,1,openphish
http://www.airbnb-clone-final.vercel.app/,1,openphish
http://launchpad-nextjs-typescript-facebook-clone.vercel.app/,1,openphish
http://my-ledger-liive-login.webflow.io/,1,openphish
http://airbnb-clone-eosin-sigma.vercel.app/,1,openphish
http://geminiapi.hub42.space/,1,openphish
http://loggiinbitmartt.webflow.io/,1,openphish
http://www.ledger-com-start.vercel.app/,1,openphish
http://www.whatsapp-clone-delta-two.vercel.app/,1,openphish
http://meta-maszk-logg-usa.godaddysites.com/,1,openphish
https://netflix-clone-red-seven.vercel.app/,1,openphish
http://www.netflix-clone-red-seven.vercel.app/,1,openphish
http://secure--en--netcoins-com--cdn-auth.webflow.io/,1,openphish
http://kucionlgun.webflow.io/,1,openphish
http://www.booking-com-teal.vercel.app/,1,openphish
http://www.amazon-clone-inceptioncodes.vercel.app/,1,openphish
http://mettamaske_loggees.godaddysites.com/,1,openphish
https://www.roblox.com.ml/users/244904324151/profile,1,openphish
https://teach.link/https-www-robIox-com,1,openphish
https://perfilcheck.site/login,1,openphish
http://www.goldeneyes78.xyz/,1,openphish
https://allegrolokalnie.oferty-dnia-32ji4n3i35n.sbs/oferta/promocja-gara-blaszany-wzmocniony-blaszak-3x5-dostawa-monta-caa-polska-d041a2/,1,openphish
http://masterboxy.netlify.app/,1,openphish
https://www.robiox.com.ps/games/82135189193959/Crossroads-Battlegrounds-RELEASE?privateServerLinkCode=78903422417323090225937144668524,1,openphish
http://www.spotify-clone-api-js.vercel.app/,1,openphish
https://www.roblox.com.bn/games/9377953133/mobile-sword-fight?privateserverlinkcode=57070791774752935124809830774449,1,openphish
http://xssvideoswwhatappppp.cromurinaum.online/,1,openphish
http://yewo-devnet.github.io/amazon_clone,1,openphish
https://mydrive.effem.com/:x:/g/personal/adama_sinan_effem_com/IQDYoBnOTWx1TogpVtOAyD6XAcGIAotME70BNjrHHU9CHqw,1,openphish
https://paytagz.com/pouoio,1,openphish
https://rblx.foo/s/EZVcgj,1,openphish
https://uphold.dappsorg.online/home/asset-services.html,1,openphish
http://defiant-choices-649004.framer.app/,1,openphish
http://netflix-landing-clone.vercel.app/,1,openphish
http://digitalomninavyfederalorg.vercel.app/,1,openphish
https://www.robiox.com.gr/games/47324/Sword-Fights-on-the-Heights-IV?privateServerLinkCode=84582005874073572618313889317218,1,openphish
https://allegrolokalnie.net-ogloszenie-nr-2399-kup.online/oferta/sprzedam-ps5-pro-2tb-z-pudekami-okablowaniem-i-padem-405652,1,openphish
http://75824.cc/,1,openphish
http://iberopueblaactualizatusdatos.fwh.is/,1,openphish
https://84365365.com/,1,openphish
http://dpd.fluxlena.cfd/com,1,openphish
https://roblox.gf/games/94094515421049/4-01?privateServerLinkCode=18575078345532056419307934672900,1,openphish
https://uniformex.textilcontrol.com/,1,openphish
https://zafar-equbal.github.io/amazon-clone/,1,openphish
http://ipfs.io/ipfs/bafybeibuk2vlwx5n2fzklb2hqbj6qc2xmxcdvi4zotdzhgzkr72naulfwy,1,openphish
http://www.67293.xyz/,1,openphish
https://www.roblox.com.ni/users/351360193/profile,1,openphish
https://larioja-apoyo.iceiy.com/,1,openphish
https://rudragangwar.github.io/Amazon-Clone,1,openphish
http://bntmj.sbs/,1,openphish
http://el-hero.com/,1,openphish
http://app.coinbaseh.com/,1,openphish
https://cnb.gr.com/,1,openphish
http://ipfs.io/ipfs/bafkreidhuhkoaoqvby6zw5yofgi7lmlyp7j53c6osikvynbcnltvr4oe4i,1,openphish
http://userchangeaddress.vercel.app/register/,1,openphish
http://easy-bank-tau.vercel.app/,1,openphish
https://mydrive.effem.com/:p:/g/personal/lillian_or_royalcanin_com/IQCJiGo1AoG-S4l-bvBisvdOAXjF7MCOc8gOFskKNmYcSjg,1,openphish
http://userchangeaddress.vercel.app/,1,openphish
http://userchangeaddress.vercel.app/waiting/,1,openphish
http://instalafacebook.blogspot.com/,1,openphish
http://triankhachhangsudungbankingnganhang.weebly.com/,1,openphish
https://roblox.com.ge/communities/8864138149/,1,openphish
https://trip2health.azurewebsites.net/,1,openphish
https://itrustcapitalleogiin.webflow.io/,1,openphish
https://roblx.me/s/uitodB,1,openphish
https://dpd.parcelstaymz.bond/com,1,openphish
https://myc1oud.com.tr/help?Kvl,1,openphish
https://myc1oud.com.tr/Kvl,1,openphish
https://roblox.com.ge/users/4615188549/profile,1,openphish
https://roblx.me/s/McnSbg,1,openphish
http://1e5588.com/,1,openphish
http://groupwhatappvideonew.bukaankarahili.online/,1,openphish
https://rblox.me/s/fYJYcG,1,openphish
https://www.roblox.com.ml/users/126874490812/profile,1,openphish
https://tiktokshop68.top/index/user/login.html,1,openphish
https://www.roblox.com.ml/games/2753915549/Blox-Fruits?privateServerLinkCode=994482150489892187651742337714,1,openphish
http://banlance321.zeabur.app/,1,openphish
https://linkurl.pk/PielvBvk,1,openphish
https://saquibkhan2411.github.io/netflixclone/moviearea.html,1,openphish
http://www.roblox.com.bn/users/931762270752/profile/,1,openphish
http://kowokoinelogn.webflow.io/,1,openphish
http://www.roblox.com.ni/users/425500866/profile/,1,openphish
http://www.rblox.me/s/ppYGc2/,1,openphish
https://mail.webaccess-alert.com/s/63bzgfsvbwsfcdx7y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://instagram-clone-alpha-three.vercel.app/,1,openphish
https://www.instagram-clone-alpha-three.vercel.app/,1,openphish
http://easy-bank-phi.vercel.app/,1,openphish
https://www.roblox.com.kz/users/1028069390/profile/,1,openphish
http://dana2.official-my.biz.id/,1,openphish
http://danaid3.official-my.biz.id/,1,openphish
http://sudo-thanos.github.io/Learnable23_Netflix_Clone,1,openphish
http://tt5366.top/?__cf_chl_f_tk=xt5kVnstyg0dbe1LvEEKQgwBZzX889Uc1EMGFjf6Aqk-1775994657-1.0.1.1-c80zH3VDjY7zD1.s0cOjHFLj.OFCFZ.ujgGo4k91hVU,1,openphish
https://ipfs.io/ipfs/bafkreiaz77olr3edymzogpubeyi5yx7g7zzxivzkazj3em5iu5dwu5obo4?filename=@@GRACE@@.html,1,openphish
http://gemini.141010.xyz/,1,openphish
https://openseavxr.vercel.app/,1,openphish
https://roblox.com.ge/games/104714047076534/Fun-combat?privateServerLinkCode=28917267103118307728389105348218,1,openphish
https://mdriyaz63.github.io/ott-ui_responsive/,1,openphish
https://mohdirfan03.github.io/Netflix_webclone/,1,openphish
https://mail.allhrgroup.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://www.robiox.com.py/users/163113757816/profile,1,openphish
https://rblox.me/s/user-163113757816-profil,1,openphish
https://roblx.me/s/TffWcu,1,openphish
https://www.roblox.com.ml/users/228773947209/profile,1,openphish
http://green-cloud-8faf.ipupbeaucopeijxfiqjelof.workers.dev/facebook.com-1027275509,1,openphish
http://spankmasweb.netlify.app/,1,openphish
https://web2.pancake.run/cakepad/history,1,openphish
http://www.roblox.com.ml/users/280393761111/profile/,1,openphish
https://shahzarnab.github.io/netflixclone/,1,openphish
https://rblox.me/s/cPM5Aq,1,openphish
http://alarmascipolletti.com.ar/amandes/infospage.php,1,openphish
http://netflix-clone-azure-six.vercel.app/,1,openphish
https://roblox.com.ge/communities/7022474927/,1,openphish
https://next13-airbnb-clone-psi.vercel.app/,1,openphish
https://ipfs.io/ipfs/bafybeiefmweopcohbweuohh3qm2qatgwng5ndw5iatjlpuguakrzy2db6m/finallybacknone.html,1,openphish
https://gentilofficial.github.io/Epicode-M3-W4D1/,1,openphish
https://roblox.com.ge/users/3383038011/profile,1,openphish
https://mrkernel4.github.io/netflix1/,1,openphish
https://ipfs.io/ipfs/bafkreib4xdkcdbfehzeqhrt5rbizf4dg2ijwi3kebjwlsqgspwzxsakspe/,1,openphish
https://ipfs.io/ipfs/bafkreibhcipz2q2dtijxvljnqcrly64nvczl3nnwd7544sycbjr23ee7ei,1,openphish
https://www.robiox.com.py/users/235161268559/profile,1,openphish
https://ipfs.io/ipfs/bafybeibvzu52qfdgathxv4jnok34vgz5bb3q6isjsqa6jlpuzopuzxbfse/,1,openphish
https://ipfs.io/ipfs/bafybeicaiofbrwbqpqtvscwr2vsc6g2ffpikv22fbxuocedvpyw3mrsk5i/telthree.htm,1,openphish
https://change-password.webaccess-alerts.net/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://www.robiox.com.py/users/334810863148/profile,1,openphish
https://135461223.site/no/465/13b06b49-d7b5-4cf0-be34-58c110c325ee/724531/x,1,openphish
https://cloudvpn.freightinternationalservices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://www.it-supportdesk.com/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6IjAyMGM5MzdhLWEzMWQtNGZiNi05ODc1LWMzNGZiYWM2YjI1ZiIsImNlbGwiOiJodHRwczovL3V0MHA3amg4NGUuZXhlY3V0ZS1hcGkuZXUtY2VudHJhbC0xLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiMjU2NWFkM2QtOGNjOC00ZWY3LWE4OWQtOTcxNjNjYzg4YWNhIiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiZGlyZWN0X2RlbGl2ZXJ5Ijp0cnVlLCJpYXQiOjE3NzU5OTUzNjYsImlzcyI6Imh0dHBzOi8vYXBwLnBoaXNodGhyZWF0LmNvbSIsImV4cCI6MTc4Mzc3MTM2Nn0.jPWo7x5_sg3kWMktsF3fW8q-f-joa4VLqijVnKmWVpk,1,openphish
https://roblox.gs/users/3756573833/profile,1,openphish
https://www.robiox.com.py/users/332411878850/profile,1,openphish
https://net1.vercel.app/,1,openphish
https://chat.mycircleonline.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://roblox.com.ge/users/8427061847/profile,1,openphish
https://amazonwebservices.security-unauthorised-request.com/login/Mgk-WCxcfmgseLHDblkV8Onp_5Wk9ykC3UkY=2Aw==1UFxQS15fbl1eVlhf/U5vi3iQc2ZYY-EdD-wtEnZbBycRD5f72,1,openphish
https://arkajyotimondal.github.io/amazon-clone/,1,openphish
https://roblox.com.ge/users/35531810/profile,1,openphish
https://voicemail.webaccess-alert.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://sudhss.github.io/Netflix-clone/,1,openphish
https://roblox.com.ge/users/1747000508/profile,1,openphish
https://roblox.com.ge/games/133974376400806/Untitled-Game?privateServerLinkCode=12563819862354869278579960739864,1,openphish
https://d3vsurya.github.io/Netflix-homepage/,1,openphish
https://vipul-2711.github.io/amazon_fronted_project/,1,openphish
https://roblox.com.ge/games/85811969623710/Sword-Fighting-773855?privateServerLinkCode=01996222517700731027019154436126,1,openphish
https://mrkernel4.github.io/netflixresenha/,1,openphish
https://m.webmail.alertas-de-viaje.mx/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,openphish
https://notreallynetflix.vercel.app/,1,openphish
https://ipfs.io/ipfs/bafkreicvrotz4zjvjpwjezymfegvdclqowxizhlvewyjdam63trnaxr3yu/,1,openphish
https://tusharjamunkar.github.io/amazon/,1,openphish
https://discord.fresh-soft.ru/?etext=/,1,openphish
https://mabhishek-dev.github.io/amazon-project/,1,openphish
https://sab8942.github.io/Amazon-clone/,1,openphish
